d1	warm-c2	11.7	16.63/15.44	14.79/15.08	cpu=4.8 
d1nodbg	warm-c2	14.7	14.79/15.08	14.77/15.08	cpu=4.4 
d2	warm-c2	15.8	14.77/15.08	13.93/14.90	cpu=5.0 
dtoday	warm-c3	37.3	13.93/14.90	18.18/15.81	cpu=5.3 
d1	warm-c3	10.2	18.18/15.81	16.46/15.52	cpu=4.7 
d1nodbg	warm-c3	11.1	16.46/15.52	16.92/15.64	cpu=4.3 
d2	warm-c3	32.5	16.92/15.64	19.02/16.26	cpu=4.9 
dtoday	plan-c1	7.2	19.39/16.43	17.01/16.02	cpu=6.2 
d1	plan-c1	1.2	17.01/16.02	17.01/16.02	cpu=1.2 
d1nodbg	plan-c1	1.2	17.01/16.02	17.01/16.02	cpu=1.2 
d2	plan-c1	1.1	17.01/16.02	15.81/15.79	cpu=1.1 
dtoday	plan-c2	6.0	15.81/15.79	14.78/15.57	cpu=5.9 
d1	plan-c2	1.2	14.78/15.57	14.78/15.57	cpu=1.2 
d1nodbg	plan-c2	1.2	14.78/15.57	14.78/15.57	cpu=1.2 
d2	plan-c2	1.1	14.78/15.57	13.68/15.33	cpu=1.1 
dtoday	plan-c3	5.9	13.68/15.33	12.83/15.13	cpu=5.9 
d1	plan-c3	1.2	12.83/15.13	12.83/15.13	cpu=1.2 
d1nodbg	plan-c3	1.3	12.83/15.13	12.83/15.13	cpu=1.3 
d2	plan-c3	1.2	12.83/15.13	12.83/15.13	cpu=1.2 
dtoday	testbuild	235.2	10.43/14.48	43.33/30.39	cpu=288.4 
dtoday	testrun	571.4	43.33/30.39	11.60/25.37	cpu=1414.9 
d1	testbuild	323.4	11.60/25.37	45.45/35.90	cpu=1108.5 
d1	testrun	55.9	45.45/35.90	18.87/30.02	cpu=52.2 
d1nodbg	testbuild	84.1	18.87/30.02	21.93/28.61	cpu=774.0 
d1nodbg	testrun	54.5	21.93/28.61	11.19/24.56	cpu=52.9 
d2	testbuild	375.1	11.19/24.56	49.75/41.74	cpu=1879.6 
d2	testrun	115.3	49.75/41.74	30.41/37.15	cpu=60.3 
